id,created_at,updated_at,first_name,last_name,orders_count,state,total_spent,last_order_id,note,verified_email,multipass_identifier,tax_exempt,tags,last_order_name,email,phone,currency,addresses,tax_exemptions,sms_marketing_consent,admin_graphql_api_id,email_marketing_consent.state,email_marketing_consent.opt_in_level,email_marketing_consent.consent_updated_at,default_address.id,default_address.customer_id,default_address.first_name,default_address.last_name,default_address.company,default_address.address1,default_address.address2,default_address.city,default_address.province,default_address.country,default_address.zip,default_address.phone,default_address.name,default_address.province_code,default_address.country_code,default_address.country_name,default_address.default
9438918476058,2025-11-02T20:39:30-05:00,2025-11-02T20:55:13-05:00,John,George,1,disabled,609.95,6940896035098.0,,True,,False,,#1066,sthompson@example.org,,USD,"[{'id': 11154913820954, 'customer_id': 9438918476058, 'first_name': 'John', 'last_name': 'George', 'company': None, 'address1': '0878 Blankenship Islands Apt. 496', 'address2': None, 'city': 'Nacogdoches', 'province': 'Texas', 'country': 'United States', 'zip': '75964', 'phone': None, 'name': 'John George', 'province_code': 'TX', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438918476058,not_subscribed,single_opt_in,,11154913820954,9438918476058,John,George,,0878 Blankenship Islands Apt. 496,,Nacogdoches,Texas,United States,75964,,John George,TX,US,United States,True
9438918443290,2025-11-02T20:39:30-05:00,2025-11-02T20:39:30-05:00,Michael,Abbott,0,disabled,0.00,,,True,,False,,,sergiojohnson@example.net,,USD,"[{'id': 11154913755418, 'customer_id': 9438918443290, 'first_name': 'Michael', 'last_name': 'Abbott', 'company': None, 'address1': '25206 Michael Plaza Apt. 499', 'address2': None, 'city': 'Escondido', 'province': 'California', 'country': 'United States', 'zip': '92026', 'phone': None, 'name': 'Michael Abbott', 'province_code': 'CA', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438918443290,not_subscribed,single_opt_in,,11154913755418,9438918443290,Michael,Abbott,,25206 Michael Plaza Apt. 499,,Escondido,California,United States,92026,,Michael Abbott,CA,US,United States,True
9438918410522,2025-11-02T20:39:29-05:00,2025-11-02T20:39:29-05:00,Mark,Parker,0,disabled,0.00,,,True,,False,,,matthewmata@example.org,,USD,"[{'id': 11154913722650, 'customer_id': 9438918410522, 'first_name': 'Mark', 'last_name': 'Parker', 'company': None, 'address1': '0626 Shane Tunnel', 'address2': None, 'city': 'Portland', 'province': 'Oregon', 'country': 'United States', 'zip': '97229', 'phone': None, 'name': 'Mark Parker', 'province_code': 'OR', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438918410522,not_subscribed,single_opt_in,,11154913722650,9438918410522,Mark,Parker,,0626 Shane Tunnel,,Portland,Oregon,United States,97229,,Mark Parker,OR,US,United States,True
9438918377754,2025-11-02T20:39:29-05:00,2025-11-02T20:48:49-05:00,Justin,Jones,1,disabled,699.95,6940887548186.0,,True,,False,,#1041,fparsons@example.org,,USD,"[{'id': 11154913689882, 'customer_id': 9438918377754, 'first_name': 'Justin', 'last_name': 'Jones', 'company': None, 'address1': '102 Johnson Haven Suite 069', 'address2': None, 'city': 'Dequincy', 'province': 'Louisiana', 'country': 'United States', 'zip': '70633', 'phone': None, 'name': 'Justin Jones', 'province_code': 'LA', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438918377754,not_subscribed,single_opt_in,,11154913689882,9438918377754,Justin,Jones,,102 Johnson Haven Suite 069,,Dequincy,Louisiana,United States,70633,,Justin Jones,LA,US,United States,True
9438918312218,2025-11-02T20:39:28-05:00,2025-11-02T20:39:28-05:00,Kristen,Ford,0,disabled,0.00,,,True,,False,,,andrew67@example.net,,USD,"[{'id': 11154913624346, 'customer_id': 9438918312218, 'first_name': 'Kristen', 'last_name': 'Ford', 'company': None, 'address1': '5847 Megan Mountain Suite 819', 'address2': None, 'city': 'Dallas', 'province': 'Georgia', 'country': 'United States', 'zip': '30132', 'phone': None, 'name': 'Kristen Ford', 'province_code': 'GA', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438918312218,not_subscribed,single_opt_in,,11154913624346,9438918312218,Kristen,Ford,,5847 Megan Mountain Suite 819,,Dallas,Georgia,United States,30132,,Kristen Ford,GA,US,United States,True
9438918279450,2025-11-02T20:39:28-05:00,2025-11-02T20:39:28-05:00,Matthew,Moon,0,disabled,0.00,,,True,,False,,,richardbrown@example.com,,USD,"[{'id': 11154913591578, 'customer_id': 9438918279450, 'first_name': 'Matthew', 'last_name': 'Moon', 'company': None, 'address1': '0907 Grant Extension Suite 833', 'address2': None, 'city': 'Miami', 'province': 'Florida', 'country': 'United States', 'zip': '33174', 'phone': None, 'name': 'Matthew Moon', 'province_code': 'FL', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438918279450,not_subscribed,single_opt_in,,11154913591578,9438918279450,Matthew,Moon,,0907 Grant Extension Suite 833,,Miami,Florida,United States,33174,,Matthew Moon,FL,US,United States,True
9438918213914,2025-11-02T20:39:27-05:00,2025-11-02T20:39:27-05:00,Tiffany,Matthews,0,disabled,0.00,,,True,,False,,,jason16@example.org,,USD,"[{'id': 11154913558810, 'customer_id': 9438918213914, 'first_name': 'Tiffany', 'last_name': 'Matthews', 'company': None, 'address1': '8409 Jacobs Villages Suite 615', 'address2': None, 'city': 'Vernon Hills', 'province': 'Illinois', 'country': 'United States', 'zip': '60061', 'phone': None, 'name': 'Tiffany Matthews', 'province_code': 'IL', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438918213914,not_subscribed,single_opt_in,,11154913558810,9438918213914,Tiffany,Matthews,,8409 Jacobs Villages Suite 615,,Vernon Hills,Illinois,United States,60061,,Tiffany Matthews,IL,US,United States,True
9438918181146,2025-11-02T20:39:27-05:00,2025-11-02T20:39:27-05:00,Jade,Shields,0,disabled,0.00,,,True,,False,,,smithtiffany@example.org,,USD,"[{'id': 11154913526042, 'customer_id': 9438918181146, 'first_name': 'Jade', 'last_name': 'Shields', 'company': None, 'address1': '8881 Thomas Motorway Suite 488', 'address2': None, 'city': 'Clarkston', 'province': 'Georgia', 'country': 'United States', 'zip': '30021', 'phone': None, 'name': 'Jade Shields', 'province_code': 'GA', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438918181146,not_subscribed,single_opt_in,,11154913526042,9438918181146,Jade,Shields,,8881 Thomas Motorway Suite 488,,Clarkston,Georgia,United States,30021,,Jade Shields,GA,US,United States,True
9438918148378,2025-11-02T20:39:26-05:00,2025-11-02T20:51:53-05:00,Karen,Foster,1,disabled,699.95,6940891644186.0,,True,,False,,#1053,christinaflowers@example.net,,USD,"[{'id': 11154913493274, 'customer_id': 9438918148378, 'first_name': 'Karen', 'last_name': 'Foster', 'company': None, 'address1': '0554 Gloria Dale', 'address2': None, 'city': 'Turlock', 'province': 'California', 'country': 'United States', 'zip': '95382', 'phone': None, 'name': 'Karen Foster', 'province_code': 'CA', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438918148378,not_subscribed,single_opt_in,,11154913493274,9438918148378,Karen,Foster,,0554 Gloria Dale,,Turlock,California,United States,95382,,Karen Foster,CA,US,United States,True
9438918115610,2025-11-02T20:39:26-05:00,2025-11-02T20:39:26-05:00,Debbie,Good,0,disabled,0.00,,,True,,False,,,kathrynford@example.net,,USD,"[{'id': 11154913460506, 'customer_id': 9438918115610, 'first_name': 'Debbie', 'last_name': 'Good', 'company': None, 'address1': '97881 Peterson Mission', 'address2': None, 'city': 'Phoenix', 'province': 'Arizona', 'country': 'United States', 'zip': '85050', 'phone': None, 'name': 'Debbie Good', 'province_code': 'AZ', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438918115610,not_subscribed,single_opt_in,,11154913460506,9438918115610,Debbie,Good,,97881 Peterson Mission,,Phoenix,Arizona,United States,85050,,Debbie Good,AZ,US,United States,True
9438918082842,2025-11-02T20:39:26-05:00,2025-11-02T20:39:26-05:00,Jacqueline,Miles,0,disabled,0.00,,,True,,False,,,kristen19@example.net,,USD,"[{'id': 11154913394970, 'customer_id': 9438918082842, 'first_name': 'Jacqueline', 'last_name': 'Miles', 'company': None, 'address1': '66724 Anna Well', 'address2': None, 'city': 'Lafayette', 'province': 'Indiana', 'country': 'United States', 'zip': '47909', 'phone': None, 'name': 'Jacqueline Miles', 'province_code': 'IN', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438918082842,not_subscribed,single_opt_in,,11154913394970,9438918082842,Jacqueline,Miles,,66724 Anna Well,,Lafayette,Indiana,United States,47909,,Jacqueline Miles,IN,US,United States,True
9438918050074,2025-11-02T20:39:25-05:00,2025-11-02T20:39:25-05:00,John,Gray,0,disabled,0.00,,,True,,False,,,omartinez@example.net,,USD,"[{'id': 11154913329434, 'customer_id': 9438918050074, 'first_name': 'John', 'last_name': 'Gray', 'company': None, 'address1': '16828 Danielle Haven', 'address2': None, 'city': 'Winter Garden', 'province': 'Florida', 'country': 'United States', 'zip': '34787', 'phone': None, 'name': 'John Gray', 'province_code': 'FL', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438918050074,not_subscribed,single_opt_in,,11154913329434,9438918050074,John,Gray,,16828 Danielle Haven,,Winter Garden,Florida,United States,34787,,John Gray,FL,US,United States,True
9438918017306,2025-11-02T20:39:25-05:00,2025-11-02T20:39:25-05:00,Christopher,Ramsey,0,disabled,0.00,,,True,,False,,,dawnsantiago@example.org,,USD,"[{'id': 11154913296666, 'customer_id': 9438918017306, 'first_name': 'Christopher', 'last_name': 'Ramsey', 'company': None, 'address1': '7820 Theodore Road', 'address2': None, 'city': 'North Highlands', 'province': 'California', 'country': 'United States', 'zip': '95660', 'phone': None, 'name': 'Christopher Ramsey', 'province_code': 'CA', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438918017306,not_subscribed,single_opt_in,,11154913296666,9438918017306,Christopher,Ramsey,,7820 Theodore Road,,North Highlands,California,United States,95660,,Christopher Ramsey,CA,US,United States,True
9438917984538,2025-11-02T20:39:24-05:00,2025-11-02T20:39:24-05:00,Jerry,Burns,0,disabled,0.00,,,True,,False,,,angelica60@example.com,,USD,"[{'id': 11154913263898, 'customer_id': 9438917984538, 'first_name': 'Jerry', 'last_name': 'Burns', 'company': None, 'address1': '06616 Bonnie Row', 'address2': None, 'city': 'Belington', 'province': 'West Virginia', 'country': 'United States', 'zip': '26250', 'phone': None, 'name': 'Jerry Burns', 'province_code': 'WV', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438917984538,not_subscribed,single_opt_in,,11154913263898,9438917984538,Jerry,Burns,,06616 Bonnie Row,,Belington,West Virginia,United States,26250,,Jerry Burns,WV,US,United States,True
9438917951770,2025-11-02T20:39:24-05:00,2025-11-02T20:49:04-05:00,Jennifer,Sanchez,1,disabled,100.00,6940888006938.0,,True,,False,,#1042,yparker@example.org,,USD,"[{'id': 11154913231130, 'customer_id': 9438917951770, 'first_name': 'Jennifer', 'last_name': 'Sanchez', 'company': None, 'address1': '6431 Anthony Brook Apt. 362', 'address2': None, 'city': 'North Hollywood', 'province': 'California', 'country': 'United States', 'zip': '91605', 'phone': None, 'name': 'Jennifer Sanchez', 'province_code': 'CA', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438917951770,not_subscribed,single_opt_in,,11154913231130,9438917951770,Jennifer,Sanchez,,6431 Anthony Brook Apt. 362,,North Hollywood,California,United States,91605,,Jennifer Sanchez,CA,US,United States,True
9438917919002,2025-11-02T20:39:24-05:00,2025-11-02T20:39:24-05:00,Robert,Rogers,0,disabled,0.00,,,True,,False,,,brittany63@example.com,,USD,"[{'id': 11154913198362, 'customer_id': 9438917919002, 'first_name': 'Robert', 'last_name': 'Rogers', 'company': None, 'address1': '5178 Griffith Rue Apt. 429', 'address2': None, 'city': 'Jurupa Valley', 'province': 'California', 'country': 'United States', 'zip': '92509', 'phone': None, 'name': 'Robert Rogers', 'province_code': 'CA', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438917919002,not_subscribed,single_opt_in,,11154913198362,9438917919002,Robert,Rogers,,5178 Griffith Rue Apt. 429,,Jurupa Valley,California,United States,92509,,Robert Rogers,CA,US,United States,True
9438917886234,2025-11-02T20:39:23-05:00,2025-11-02T20:39:23-05:00,Jesse,Phillips,0,disabled,0.00,,,True,,False,,,lsaunders@example.net,,USD,"[{'id': 11154913165594, 'customer_id': 9438917886234, 'first_name': 'Jesse', 'last_name': 'Phillips', 'company': None, 'address1': '4754 Pam Hills Apt. 000', 'address2': None, 'city': 'University Park', 'province': 'Pennsylvania', 'country': 'United States', 'zip': '16802', 'phone': None, 'name': 'Jesse Phillips', 'province_code': 'PA', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438917886234,not_subscribed,single_opt_in,,11154913165594,9438917886234,Jesse,Phillips,,4754 Pam Hills Apt. 000,,University Park,Pennsylvania,United States,16802,,Jesse Phillips,PA,US,United States,True
9438917853466,2025-11-02T20:39:23-05:00,2025-11-02T20:39:23-05:00,Jessica,Jefferson,0,disabled,0.00,,,True,,False,,,larryjohnson@example.org,,USD,"[{'id': 11154913132826, 'customer_id': 9438917853466, 'first_name': 'Jessica', 'last_name': 'Jefferson', 'company': None, 'address1': '769 Patricia Meadows Suite 106', 'address2': None, 'city': 'Jasper', 'province': 'Georgia', 'country': 'United States', 'zip': '30143', 'phone': None, 'name': 'Jessica Jefferson', 'province_code': 'GA', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438917853466,not_subscribed,single_opt_in,,11154913132826,9438917853466,Jessica,Jefferson,,769 Patricia Meadows Suite 106,,Jasper,Georgia,United States,30143,,Jessica Jefferson,GA,US,United States,True
9438917787930,2025-11-02T20:39:22-05:00,2025-11-02T20:39:22-05:00,Dawn,Rodriguez,0,disabled,0.00,,,True,,False,,,vprice@example.org,,USD,"[{'id': 11154913067290, 'customer_id': 9438917787930, 'first_name': 'Dawn', 'last_name': 'Rodriguez', 'company': None, 'address1': '7987 Brianna Isle', 'address2': None, 'city': 'Port Charlotte', 'province': 'Florida', 'country': 'United States', 'zip': '33952', 'phone': None, 'name': 'Dawn Rodriguez', 'province_code': 'FL', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438917787930,not_subscribed,single_opt_in,,11154913067290,9438917787930,Dawn,Rodriguez,,7987 Brianna Isle,,Port Charlotte,Florida,United States,33952,,Dawn Rodriguez,FL,US,United States,True
9438917755162,2025-11-02T20:39:22-05:00,2025-11-02T20:39:22-05:00,Michael,Harris,0,disabled,0.00,,,True,,False,,,christopherjones@example.com,,USD,"[{'id': 11154913034522, 'customer_id': 9438917755162, 'first_name': 'Michael', 'last_name': 'Harris', 'company': None, 'address1': '226 Kelly Forest Apt. 468', 'address2': None, 'city': 'Brighton', 'province': 'Colorado', 'country': 'United States', 'zip': '80602', 'phone': None, 'name': 'Michael Harris', 'province_code': 'CO', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438917755162,not_subscribed,single_opt_in,,11154913034522,9438917755162,Michael,Harris,,226 Kelly Forest Apt. 468,,Brighton,Colorado,United States,80602,,Michael Harris,CO,US,United States,True
9438917722394,2025-11-02T20:39:22-05:00,2025-11-02T20:39:22-05:00,Maurice,Hodge,0,disabled,0.00,,,True,,False,,,karen93@example.org,,USD,"[{'id': 11154913001754, 'customer_id': 9438917722394, 'first_name': 'Maurice', 'last_name': 'Hodge', 'company': None, 'address1': '1111 Nicole Trace Suite 156', 'address2': None, 'city': 'Garden City', 'province': 'Idaho', 'country': 'United States', 'zip': '83714', 'phone': None, 'name': 'Maurice Hodge', 'province_code': 'ID', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438917722394,not_subscribed,single_opt_in,,11154913001754,9438917722394,Maurice,Hodge,,1111 Nicole Trace Suite 156,,Garden City,Idaho,United States,83714,,Maurice Hodge,ID,US,United States,True
9438917689626,2025-11-02T20:39:21-05:00,2025-11-02T20:39:21-05:00,Karla,Flores,0,disabled,0.00,,,True,,False,,,gnguyen@example.com,,USD,"[{'id': 11154912936218, 'customer_id': 9438917689626, 'first_name': 'Karla', 'last_name': 'Flores', 'company': None, 'address1': '42960 Underwood Lane Suite 030', 'address2': None, 'city': 'Saint James', 'province': 'New York', 'country': 'United States', 'zip': '11780', 'phone': None, 'name': 'Karla Flores', 'province_code': 'NY', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438917689626,not_subscribed,single_opt_in,,11154912936218,9438917689626,Karla,Flores,,42960 Underwood Lane Suite 030,,Saint James,New York,United States,11780,,Karla Flores,NY,US,United States,True
9438917624090,2025-11-02T20:39:21-05:00,2025-11-02T20:39:21-05:00,Stephen,Hall,0,disabled,0.00,,,True,,False,,,sanchezkurt@example.org,,USD,"[{'id': 11154912903450, 'customer_id': 9438917624090, 'first_name': 'Stephen', 'last_name': 'Hall', 'company': None, 'address1': '580 Howe Inlet Apt. 411', 'address2': None, 'city': 'Chicago', 'province': 'Illinois', 'country': 'United States', 'zip': '60623', 'phone': None, 'name': 'Stephen Hall', 'province_code': 'IL', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438917624090,not_subscribed,single_opt_in,,11154912903450,9438917624090,Stephen,Hall,,580 Howe Inlet Apt. 411,,Chicago,Illinois,United States,60623,,Stephen Hall,IL,US,United States,True
9438917591322,2025-11-02T20:39:20-05:00,2025-11-02T20:39:20-05:00,Cynthia,Stewart,0,disabled,0.00,,,True,,False,,,molson@example.com,,USD,"[{'id': 11154912870682, 'customer_id': 9438917591322, 'first_name': 'Cynthia', 'last_name': 'Stewart', 'company': None, 'address1': '651 Larry Well Apt. 839', 'address2': None, 'city': 'Baton Rouge', 'province': 'Louisiana', 'country': 'United States', 'zip': '70812', 'phone': None, 'name': 'Cynthia Stewart', 'province_code': 'LA', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438917591322,not_subscribed,single_opt_in,,11154912870682,9438917591322,Cynthia,Stewart,,651 Larry Well Apt. 839,,Baton Rouge,Louisiana,United States,70812,,Cynthia Stewart,LA,US,United States,True
9438917493018,2025-11-02T20:39:20-05:00,2025-11-02T20:39:20-05:00,David,Barr,0,disabled,0.00,,,True,,False,,,catherine40@example.net,,USD,"[{'id': 11154912772378, 'customer_id': 9438917493018, 'first_name': 'David', 'last_name': 'Barr', 'company': None, 'address1': '22496 Chris Landing Apt. 161', 'address2': None, 'city': 'Akron', 'province': 'Ohio', 'country': 'United States', 'zip': '44313', 'phone': None, 'name': 'David Barr', 'province_code': 'OH', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438917493018,not_subscribed,single_opt_in,,11154912772378,9438917493018,David,Barr,,22496 Chris Landing Apt. 161,,Akron,Ohio,United States,44313,,David Barr,OH,US,United States,True
9438917460250,2025-11-02T20:39:19-05:00,2025-11-02T20:39:19-05:00,Rachel,Acosta,0,disabled,0.00,,,True,,False,,,hughesdenise@example.com,,USD,"[{'id': 11154912674074, 'customer_id': 9438917460250, 'first_name': 'Rachel', 'last_name': 'Acosta', 'company': None, 'address1': '533 Caleb Passage Suite 454', 'address2': None, 'city': 'Zephyrhills', 'province': 'Florida', 'country': 'United States', 'zip': '33540', 'phone': None, 'name': 'Rachel Acosta', 'province_code': 'FL', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438917460250,not_subscribed,single_opt_in,,11154912674074,9438917460250,Rachel,Acosta,,533 Caleb Passage Suite 454,,Zephyrhills,Florida,United States,33540,,Rachel Acosta,FL,US,United States,True
9438917427482,2025-11-02T20:39:19-05:00,2025-11-02T20:39:19-05:00,Kelly,Williamson,0,disabled,0.00,,,True,,False,,,kimberly40@example.net,,USD,"[{'id': 11154912641306, 'customer_id': 9438917427482, 'first_name': 'Kelly', 'last_name': 'Williamson', 'company': None, 'address1': '124 Spencer Crescent Apt. 149', 'address2': None, 'city': 'Syracuse', 'province': 'Utah', 'country': 'United States', 'zip': '84075', 'phone': None, 'name': 'Kelly Williamson', 'province_code': 'UT', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438917427482,not_subscribed,single_opt_in,,11154912641306,9438917427482,Kelly,Williamson,,124 Spencer Crescent Apt. 149,,Syracuse,Utah,United States,84075,,Kelly Williamson,UT,US,United States,True
9438917394714,2025-11-02T20:39:18-05:00,2025-11-02T20:39:18-05:00,Stephanie,Williams,0,disabled,0.00,,,True,,False,,,jenniferlawson@example.com,,USD,"[{'id': 11154912608538, 'customer_id': 9438917394714, 'first_name': 'Stephanie', 'last_name': 'Williams', 'company': None, 'address1': '203 Erica Spurs Suite 265', 'address2': None, 'city': 'Reno', 'province': 'Nevada', 'country': 'United States', 'zip': '89512', 'phone': None, 'name': 'Stephanie Williams', 'province_code': 'NV', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438917394714,not_subscribed,single_opt_in,,11154912608538,9438917394714,Stephanie,Williams,,203 Erica Spurs Suite 265,,Reno,Nevada,United States,89512,,Stephanie Williams,NV,US,United States,True
9438917361946,2025-11-02T20:39:18-05:00,2025-11-02T20:39:18-05:00,Melissa,Powell,0,disabled,0.00,,,True,,False,,,mia42@example.com,,USD,"[{'id': 11154912575770, 'customer_id': 9438917361946, 'first_name': 'Melissa', 'last_name': 'Powell', 'company': None, 'address1': '06958 Jenkins Lakes', 'address2': None, 'city': 'Sour Lake', 'province': 'Texas', 'country': 'United States', 'zip': '77659', 'phone': None, 'name': 'Melissa Powell', 'province_code': 'TX', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438917361946,not_subscribed,single_opt_in,,11154912575770,9438917361946,Melissa,Powell,,06958 Jenkins Lakes,,Sour Lake,Texas,United States,77659,,Melissa Powell,TX,US,United States,True
9438917329178,2025-11-02T20:39:18-05:00,2025-11-02T20:39:18-05:00,Samuel,Williams,0,disabled,0.00,,,True,,False,,,sarahrollins@example.com,,USD,"[{'id': 11154912543002, 'customer_id': 9438917329178, 'first_name': 'Samuel', 'last_name': 'Williams', 'company': None, 'address1': '5633 Huff Oval Apt. 379', 'address2': None, 'city': 'Phoenix', 'province': 'Arizona', 'country': 'United States', 'zip': '85020', 'phone': None, 'name': 'Samuel Williams', 'province_code': 'AZ', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438917329178,not_subscribed,single_opt_in,,11154912543002,9438917329178,Samuel,Williams,,5633 Huff Oval Apt. 379,,Phoenix,Arizona,United States,85020,,Samuel Williams,AZ,US,United States,True
9438917263642,2025-11-02T20:39:17-05:00,2025-11-02T20:39:17-05:00,Erin,Simpson,0,disabled,0.00,,,True,,False,,,lisaweaver@example.com,,USD,"[{'id': 11154912477466, 'customer_id': 9438917263642, 'first_name': 'Erin', 'last_name': 'Simpson', 'company': None, 'address1': '297 Good Mountain Suite 438', 'address2': None, 'city': 'Nome', 'province': 'Alaska', 'country': 'United States', 'zip': '99762', 'phone': None, 'name': 'Erin Simpson', 'province_code': 'AK', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438917263642,not_subscribed,single_opt_in,,11154912477466,9438917263642,Erin,Simpson,,297 Good Mountain Suite 438,,Nome,Alaska,United States,99762,,Erin Simpson,AK,US,United States,True
9438917230874,2025-11-02T20:39:17-05:00,2025-11-02T20:39:17-05:00,John,Buck,0,disabled,0.00,,,True,,False,,,jennacook@example.com,,USD,"[{'id': 11154912444698, 'customer_id': 9438917230874, 'first_name': 'John', 'last_name': 'Buck', 'company': None, 'address1': 'Unit 9397 Box 8092', 'address2': None, 'city': 'Zeeland', 'province': 'Michigan', 'country': 'United States', 'zip': '49464', 'phone': None, 'name': 'John Buck', 'province_code': 'MI', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438917230874,not_subscribed,single_opt_in,,11154912444698,9438917230874,John,Buck,,Unit 9397 Box 8092,,Zeeland,Michigan,United States,49464,,John Buck,MI,US,United States,True
9438917198106,2025-11-02T20:39:16-05:00,2025-11-02T21:01:25-05:00,Dana,Baker,2,disabled,6409.85,6940904194330.0,,True,,False,,#1090,shirley68@example.com,,USD,"[{'id': 11154912411930, 'customer_id': 9438917198106, 'first_name': 'Dana', 'last_name': 'Baker', 'company': None, 'address1': '746 Moody Drive Apt. 830', 'address2': None, 'city': 'Clio', 'province': 'Michigan', 'country': 'United States', 'zip': '48420', 'phone': None, 'name': 'Dana Baker', 'province_code': 'MI', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438917198106,not_subscribed,single_opt_in,,11154912411930,9438917198106,Dana,Baker,,746 Moody Drive Apt. 830,,Clio,Michigan,United States,48420,,Dana Baker,MI,US,United States,True
9438917165338,2025-11-02T20:39:15-05:00,2025-11-02T20:39:15-05:00,Tonya,Russo,0,disabled,0.00,,,True,,False,,,mwilliamson@example.net,,USD,"[{'id': 11154912346394, 'customer_id': 9438917165338, 'first_name': 'Tonya', 'last_name': 'Russo', 'company': None, 'address1': '4131 Johnson Rapid Suite 333', 'address2': None, 'city': 'Corona', 'province': 'California', 'country': 'United States', 'zip': '92881', 'phone': None, 'name': 'Tonya Russo', 'province_code': 'CA', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438917165338,not_subscribed,single_opt_in,,11154912346394,9438917165338,Tonya,Russo,,4131 Johnson Rapid Suite 333,,Corona,California,United States,92881,,Tonya Russo,CA,US,United States,True
9438917132570,2025-11-02T20:39:15-05:00,2025-11-02T20:39:15-05:00,Sara,Hanson,0,disabled,0.00,,,True,,False,,,stevenhudson@example.org,,USD,"[{'id': 11154912313626, 'customer_id': 9438917132570, 'first_name': 'Sara', 'last_name': 'Hanson', 'company': None, 'address1': '439 Ruiz Street Apt. 263', 'address2': None, 'city': 'Austin', 'province': 'Texas', 'country': 'United States', 'zip': '78744', 'phone': None, 'name': 'Sara Hanson', 'province_code': 'TX', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438917132570,not_subscribed,single_opt_in,,11154912313626,9438917132570,Sara,Hanson,,439 Ruiz Street Apt. 263,,Austin,Texas,United States,78744,,Sara Hanson,TX,US,United States,True
9438917067034,2025-11-02T20:39:14-05:00,2025-11-02T20:39:15-05:00,Heidi,Hoover,0,disabled,0.00,,,True,,False,,,christine31@example.com,,USD,"[{'id': 11154912280858, 'customer_id': 9438917067034, 'first_name': 'Heidi', 'last_name': 'Hoover', 'company': None, 'address1': '609 Lopez Locks Suite 479', 'address2': None, 'city': 'Owensboro', 'province': 'Kentucky', 'country': 'United States', 'zip': '42301', 'phone': None, 'name': 'Heidi Hoover', 'province_code': 'KY', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438917067034,not_subscribed,single_opt_in,,11154912280858,9438917067034,Heidi,Hoover,,609 Lopez Locks Suite 479,,Owensboro,Kentucky,United States,42301,,Heidi Hoover,KY,US,United States,True
